Date,Total PnL,Avg PnL,Total Volume USD,Avg Trade Size USD,Avg Execution Price,Trade Count,classification
2023-05-01,0.0,0.0,477.0,159.0,1898.1333333333332,3,Greed
2023-12-05,0.0,0.0,50005.83,5556.203333333334,11038.3,9,Extreme Greed
2023-12-14,-205.43473700000007,-18.675885181818188,113203.35,10291.213636363636,8031.868818181818,11,Greed
2023-12-15,-24.632033999999997,-12.316016999999999,10609.95,5304.975,2.982,2,Greed
2023-12-16,0.0,0.0,15348.77,5116.256666666667,0.3847066666666667,3,Greed
2023-12-17,304.982785,21.78448464285714,116278.02,8305.572857142857,802.5418592857143,14,Greed
2023-12-18,0.0,0.0,31164.179999999997,15582.089999999998,2178.1000000000004,2,Greed
2023-12-19,1000.5386120000001,66.70257413333334,91602.41,6106.827333333334,447.8019113333333,15,Greed
2023-12-20,162.732282,9.040682333333333,141636.79,7868.710555555556,6.722871666666666,18,Greed
2023-12-21,537.211402,10.963498000000001,125233.97,2555.795306122449,91.84020408163265,49,Greed
2023-12-22,141.832675,14.1832675,88874.28,8887.428,30692.8325,10,Greed
2023-12-23,146.936704,11.302823384615383,78438.25,6033.711538461538,3.0702846153846153,13,Greed
2023-12-24,1008.619956,25.862050153846155,402954.94,10332.177948717948,13680.54118025641,39,Greed
2023-12-25,-245.081348,-81.69378266666666,59948.51,19982.836666666666,2275.4,3,Greed
2023-12-27,-704.8892269999999,-25.174615249999995,171411.06,6121.823571428571,0.37319214285714286,28,Greed
2023-12-28,-970.730876,-42.20569026086957,100117.25,4352.923913043478,0.4032943478260869,23,Greed
2023-12-29,508.92214299999995,10.178442859999999,569559.72,11391.1944,3836.17816,50,Greed
2023-12-30,354.998648,6.826897076923077,702550.21,13510.58096153846,13421.615271153847,52,Greed
2024-01-01,-129.53146,-7.196192222222223,264239.52999999997,14679.973888888888,10373.330666666667,18,Greed
2024-01-02,783.979116,46.11641858823529,121348.74,7138.1611764705885,10199.892598764705,17,Greed
2024-01-03,866.015507,12.925604582089552,394499.36,5888.050149253731,738.8837898507463,67,Greed
2024-01-04,-67.60364,-13.520728,99792.54000000001,19958.508,2212.62,5,Greed
2024-01-05,164.141565,2.486993409090909,1703942.66,25817.31303030303,30495.46818181818,66,Greed
2024-01-06,135.58166400000002,6.16280290909091,298521.4,13569.154545454547,6586.107318181818,22,Greed
2024-01-07,-835.681235,-8.615270463917525,1048850.06,10812.887216494846,7513.911021649485,97,Greed
2024-01-08,-269.874439,-2.1083940546875,1522452.43,11894.159609375,15078.63093734375,128,Greed
2024-01-09,-826.349863,-11.804998042857143,870051.97,12429.313857142857,14127.109546714286,70,Extreme Greed
2024-01-10,-1517.091342,-7.860576901554404,2057479.48,10660.515440414507,12914.76879230052,193,Greed
2024-01-11,-164.08950099999998,-7.813785761904761,305314.1,14538.766666666666,12141.70542857143,21,Extreme Greed
2024-01-12,-1925.519024,-275.0741462857143,200082.27,28583.181428571428,39774.47142857143,7,Greed
2024-01-15,152.85358,10.918112857142857,50636.1,3616.8642857142854,16738.085714285717,14,Neutral
2024-01-16,-2299.171458,-255.4634953333333,116427.33,12936.37,19105.61008888889,9,Greed
2024-01-17,813.2741110000001,15.344794547169812,800831.03,15110.019433962265,20112.302,53,Greed
2024-01-18,68.93319,1.4985476086956522,424631.52999999997,9231.120217391304,24363.11304347826,46,Greed
2024-01-19,-385.419235,-8.029567395833334,428428.97,8925.603541666665,14421.93125,48,Neutral
2024-01-20,-146.57487000000003,-1.3827817924528305,1070090.51,10095.193490566038,14671.724672933962,106,Neutral
2024-01-21,266.58114600000005,24.234649636363642,103129.74,9375.43090909091,19141.940333454546,11,Greed
2024-01-22,1375.640959,16.18401128235294,337878.99,3975.0469411764707,6179.383261176471,85,Greed
2024-01-23,-369.2447299999998,-8.20543844444444,414518.93000000005,9211.531777777778,11768.913676111111,45,Neutral
2024-01-24,-2808.353815,-41.29932080882353,965084.59,14192.42044117647,16861.48394732353,68,Neutral
2024-01-25,-3093.6293849999997,-515.6048975,66566.13,11094.355000000001,87.95416666666667,6,Neutral
2024-01-26,90.2,18.04,11773.21,2354.642,0.1198688,5,Neutral
2024-01-28,-2478.06972,-225.27906545454545,18109.03,1646.2754545454545,16.956,11,Neutral
2024-01-29,486.562542,6.5751694864864865,414208.18,5597.407837837838,15636.855511594595,74,Greed
2024-01-30,-173.65419100000003,-3.5439630816326537,401011.38,8183.905714285715,27371.991836734695,49,Greed
2024-01-31,-799.840817,-0.93113017112922,6305647.13,7340.683504074505,28200.90456028405,859,Greed
2024-02-01,0.0,0.0,2008.18,334.69666666666666,0.07612616666666668,6,Greed
2024-02-02,456.423473,10.867225547619048,474278.43,11292.343571428572,15601.771341142858,42,Greed
2024-02-03,223.30918699999998,3.9876640535714283,603820.0,10782.5,29939.640223214286,56,Greed
2024-02-04,47.62389499999999,1.360682714285714,203187.53,5805.358,12108.636457142857,35,Greed
2024-02-05,-33.45419400000003,-0.4646415833333337,770198.26,10697.198055555556,15958.2223625,72,Greed
2024-02-06,-215.615907,-0.19817638511029412,8047153.41,7396.280707720588,22118.307961134193,1088,Greed
2024-02-07,241.24212,16.082808,6758.73,450.582,3.98582,15,Greed
2024-02-08,770.756024,77.07560240000001,26051.12,2605.112,10.0228845,10,Greed
2024-02-11,983.443176,28.924799294117648,212311.82,6244.465294117647,17890.449081970586,34,Greed
2024-02-12,913.8817869999998,57.11761168749999,227247.69999999998,14202.981249999999,28717.7418125,16,Greed
2024-02-13,559.44389,39.960277857142856,1999.99,142.85642857142858,0.06054285714285714,14,Extreme Greed
2024-02-14,3830.599833,34.509908405405405,320839.88,2890.4493693693694,5443.060992846847,111,Greed
2024-02-15,1840.797677,29.219010746031746,185188.04,2939.4926984126987,2750.1658545873015,63,Greed
2024-02-16,5491.768834,30.174554032967034,564896.51,3103.826978021978,696.7813038571429,182,Greed
2024-02-17,1929.6418,20.52810425531915,406118.07,4320.405,3403.646719574468,94,Extreme Greed
2024-02-18,477.6248299999999,4.923967319587628,157048.17,1619.0532989690723,3.395497731958763,97,Greed
2024-02-19,4317.768563,42.750183792079206,286377.2,2835.417821782178,2068.0068288118814,101,Extreme Greed
2024-02-20,3263.628824,83.68279035897436,119419.72,3062.0441025641026,2681.8062438974357,39,Greed
2024-02-21,1858.7985700000002,84.49084409090909,108047.51999999999,4911.250909090909,27.589205454545457,22,Extreme Greed
2024-02-22,3894.1050699999996,44.25119397727272,373033.87,4239.02125,1175.5737064772727,88,Greed
2024-02-23,1418.55293,9.91995055944056,111106.14,776.966013986014,725.5068307692308,143,Extreme Greed
2024-02-25,-30.7705,-6.1541,4480.13,896.0260000000001,0.5663259999999999,5,Greed
2024-02-26,4416.8473,113.25249487179488,192187.14,4927.875384615385,5.614911538461539,39,Greed
2024-02-27,888.511733,14.103360841269842,209362.3,3323.2111111111108,36.161129396825395,63,Extreme Greed
2024-02-28,2503.747235,55.63882744444444,171107.13,3802.380666666667,1.2982939111111111,45,Extreme Greed
2024-02-29,9813.996992,84.60342234482759,395666.73,3410.9200862068965,11.306912146551724,116,Extreme Greed
2024-03-01,8244.241409,60.176944591240876,472974.7,3452.370072992701,2.725657408759124,137,Extreme Greed
2024-03-02,230.90060000000005,7.448406451612905,63197.56,2038.6309677419354,0.8005309032258064,31,Extreme Greed
2024-03-03,8361.086245,105.83653474683545,390745.68,4946.1478481012655,3.0333498607594938,79,Extreme Greed
2024-03-04,27799.775742,92.66591914,1577996.87,5259.989566666667,419.88134141,300,Extreme Greed
2024-03-05,19791.026041,109.95014467222222,841810.32,4676.724,0.3816785944444444,180,Extreme Greed
2024-03-06,6814.825139,83.10762364634145,327218.02,3990.4636585365856,1.7171503902439025,82,Extreme Greed
2024-03-08,4271.886236,63.7594960597015,183583.18,2740.047462686567,2.9131835970149256,67,Extreme Greed
2024-03-09,9949.501624,85.03847541880343,658178.75,5625.459401709401,15.9975568974359,117,Extreme Greed
2024-03-10,2482.9272,59.117314285714286,219973.85,5237.472619047619,34.630716666666665,42,Extreme Greed
2024-03-11,3588.179495,85.43284511904761,176519.44999999998,4202.844047619047,2.647672619047619,42,Extreme Greed
2024-03-12,3039.166,379.89575,103040.85,12880.10625,9.235375,8,Extreme Greed
2024-03-13,0.0,0.0,6000.799999999999,857.2571428571428,3979.957142857143,7,Extreme Greed
2024-03-14,3465.865832,192.5481017777778,205933.18,11440.732222222221,252.0171572222222,18,Extreme Greed
2024-03-15,6236.513651,100.58892985483871,351894.41,5675.71629032258,502.81406972580646,62,Extreme Greed
2024-03-16,228.57984,28.57248,37223.66,4652.9575,2750.4022475,8,Extreme Greed
2024-03-17,503.293955,21.882345869565217,99506.95,4326.389130434783,2191.606,23,Extreme Greed
2024-03-18,1456.9577,76.68198421052631,90458.08,4760.951578947369,2238.5484684210523,19,Extreme Greed
2024-03-19,668.797973,27.86658220833333,219884.84,9161.868333333334,575.3537,24,Extreme Greed
2024-03-20,6423.134599,93.08890723188406,215705.85,3126.171739130435,193.64368536231885,69,Greed
2024-03-21,2335.5080749999997,83.41100267857142,117895.57,4210.556071428572,124.34982285714285,28,Extreme Greed
2024-03-24,1297.018477,68.26413036842105,92592.20999999999,4873.274210526315,8.960757894736842,19,Greed
2024-03-25,1302.916428,186.13091828571427,57116.32,8159.4742857142855,3582.2999999999997,7,Extreme Greed
2024-03-26,3215.906593,27.253445703389833,198565.19,1682.7558474576272,219.49172627118645,118,Extreme Greed
2024-03-27,150.41114,3.9581878947368416,99864.79,2628.020789473684,13627.738306315789,38,Extreme Greed
2024-03-28,227.85100799999998,17.527000615384615,35323.72,2717.209230769231,803.983042,13,Extreme Greed
2024-03-29,883.097404,58.873160266666666,86914.37,5794.291333333333,3541.54,15,Extreme Greed
2024-03-30,1100.57514,24.45722533333333,101103.92,2246.753777777778,0.19727666666666666,45,Extreme Greed
2024-03-31,912.786145,70.21431884615384,39912.96,3070.2276923076925,3627.730769230769,13,Extreme Greed
2024-04-01,2507.963406,32.57095332467532,339470.47,4408.7074025974025,1332.2278167402596,77,Extreme Greed
2024-04-02,883.760812,21.555141756097562,239664.50999999998,5845.475853658536,3060.7089024390243,41,Extreme Greed
2024-04-03,126.7884,31.6971,16887.57,4221.8925,8.3283,4,Greed
2024-04-04,0.0,0.0,95987.73,2999.6165625,3401.434375,32,Greed
2024-04-05,10706.484306,107.06484306,503791.8,5037.918,330.28005890000003,100,Extreme Greed
2024-04-06,236.33513399999998,14.770945874999999,68223.67,4263.979375,3328.08125,16,Extreme Greed
2024-04-07,0.0,0.0,49988.14,2173.397391304348,3398.0043478260873,23,Extreme Greed
2024-04-08,1218.4267,40.614223333333335,211940.64,7064.688,3295.5374166666666,30,Extreme Greed
2024-04-09,0.0,0.0,57063.840000000004,19021.280000000002,3501.3000000000006,3,Extreme Greed
2024-04-10,5207.443414,127.01081497560976,351735.97,8578.926097560974,3433.4707317073166,41,Extreme Greed
2024-04-11,389.743164,24.35894775,76400.96,4775.06,3521.2125,16,Extreme Greed
2024-04-12,-592.6458390000001,-4.594153790697676,442088.59,3427.0433333333335,555.2924815968992,129,Extreme Greed
